req_per_minute,avg_req_interval_ms,distinct_endpoints_accessed,error_rate,user_agent_is_known,missing_standard_headers,is_post_request,is_datacenter_ip,window_total_req,unique_ips_in_window,is_attack,payload_size_bytes
8.766788051236034,5488.210898793111,11,0.025191143704664465,1,0,0,0,95.31843896295035,10,0,0.0
8.973683018950823,2476.5325653011682,6,0.027587188785284145,1,0,0,0,186.79158726803684,11,0,0.0
478.07214115485783,229.0403375430638,1,0.8321820123386862,0,1,0,0,254.55260473249047,18,1,0.0
13.955522968945337,1480.2580821965744,3,0.0249760121210308,1,0,0,0,179.2074605788043,11,0,0.0
7.57573106594306,1195.0192058009625,12,0.004856356926582738,1,0,0,0,137.03968443010967,23,0,0.0
18.928537595375992,5324.325182197661,8,0.00859892565895159,1,0,0,0,256.08030787336077,6,0,0.0
32.88353056168376,7000.763157961705,14,0.019054019594334733,1,0,0,0,198.14823179165356,6,0,0.0
1545.9617316980696,8.558238288712058,3,0.03224029429473327,0,1,0,0,1458.4422615161247,2,1,0.0
32.536384268134654,2804.9230182560327,2,0.0009046672969239793,1,0,1,0,165.04400249125626,16,0,962.8706961785363
6.771855513547333,6347.629449149323,13,0.0006636762404163108,1,0,1,0,144.0061785675892,24,0,800.7102118240822
14.306902767736762,800.0,31,0.4893673463470791,0,0,0,0,149.09448080528063,11,0,0.0
26.65528222439372,2753.272597055645,25,0.4240663754823304,1,1,0,0,124.59401538642624,5,1,0.0
22.83662152212858,1033.8077030606853,2,0.03807074477670321,1,0,0,0,6124.847224446375,204,1,0.0
7.836760077257456,2669.329921005291,8,0.05533565108659424,1,0,1,0,203.34854968134846,15,0,272.6755980244767
404.2762732781933,238.36435904705695,2,0.7716500327380957,1,1,0,0,529.7984554006811,29,1,0.0
47.487675622006556,1758.255988776648,7,0.006977539983840354,1,0,1,0,189.3304261125674,8,0,1107.0709462448194
6.254983671743929,4330.894639734161,11,0.014065754308559691,1,0,0,0,130.02714603056967,23,0,0.0
48.71288161558286,699.3439097932105,1,0.05759534077832839,1,1,1,0,5053.37946230203,336,1,66.66033428939701
27.667739632987256,5806.999509644539,6,0.004313018708309935,1,0,0,0,181.56348803861135,11,0,0.0
493.208774124751,204.66251845869863,1,0.9328195042270757,0,1,0,0,197.0695873815583,15,1,0.0
13.023311443863898,5010.863475969036,1,0.04610731398387714,0,0,1,0,168.29032400160182,19,0,1477.1694448634184
16.3928752270995,1655.156602355786,14,0.0012764496061105528,1,0,0,0,162.50310266386654,18,1,0.0
3.5142018406858018,2120.9920269139693,8,0.004669802152772215,1,0,0,0,195.05964529331033,8,0,0.0
3.5135522634319614,1239.482192094056,3,0.0006382487857394058,1,0,0,0,64.06564923098512,8,0,0.0
60.0,1778.869558236639,7,0.0009403361641541791,0,0,0,0,155.5667287346473,11,0,0.0
401.22654386718796,242.49436848979454,2,0.7327609513973972,0,0,0,0,304.5673747177816,26,1,0.0
19.1264447143035,1326.1563812977859,14,0.0005610542437859861,1,0,1,0,154.03815985096116,9,0,843.7706496263445
5.640044958930725,2636.8657024676454,12,0.0032737815461162706,1,0,0,0,214.68364728795027,19,0,0.0
100.0,194.3860712497467,1,0.9342387045361977,1,1,0,0,294.3088101307079,19,1,0.0
13.690849885594929,2059.461907807782,16,0.3,0,0,0,0,211.55270203688517,28,1,0.0
32.356141796718454,3367.4580918036354,13,5.350851223662222e-05,1,0,1,0,10.0,16,0,1406.0268694716367
17.91356595868609,7163.024588814032,8,0.0009103224163212093,1,0,0,0,114.63802922455096,24,0,0.0
8.018431776880586,2524.664974083553,1,0.0008089903877280098,1,0,0,0,241.95202674133188,23,0,0.0
12.58939044958608,4312.542945216186,11,0.005338863457186146,1,0,1,0,162.8875387372292,22,0,897.7890063075781
330.84476609676284,130.1634603486188,2,0.9767912681345183,0,1,0,0,450.0392219660339,20,1,0.0
7.561229698164094,2826.8943810132646,5,0.0012541580048043661,1,0,0,0,156.45865794195515,26,0,0.0
22.047410867100485,3451.2936254043248,8,0.0014378841930860623,1,0,0,0,217.94360639292614,27,0,0.0
557.5821578500473,112.31742613063511,1,0.926566172492599,1,0,0,0,493.6683989147741,22,1,0.0
9.231663181822189,3302.4789093524287,1,0.01305236826267452,1,0,0,0,229.74883978218043,8,0,0.0
33.23300558358993,4737.477462735891,3,0.007030904372911186,1,0,0,0,226.39600558703478,15,0,0.0
12.090173365179188,3013.36693393106,13,0.0011956218009488077,1,0,1,0,150.6526579678276,5,0,1265.299274853344
15.243382222972608,800.0,19,0.5862245952295893,1,0,0,0,121.45414967141014,23,1,0.0
270.24890795176725,137.44021821320132,2,0.6978046662595384,0,0,1,0,396.75205340298436,20,1,339.5309206406929
15.441846393917452,6424.12355898402,8,0.004110764261652993,1,0,0,0,101.11048796154773,13,0,0.0
310.80178354614566,211.73772452782896,1,1.0,0,1,0,0,387.94761443671973,14,1,0.0
207.18458176661358,205.47651044476126,1,0.8754101123087323,0,0,0,0,598.8743816982142,13,1,0.0
13.281876372702651,3196.1670681938945,7,0.0004564723697872883,0,0,1,0,221.9612764227861,22,0,1086.8153375480938
273.9249507031823,211.22920290060767,2,0.9525797178271336,0,1,0,0,365.26715585039824,19,1,0.0
4.468845496965835,2226.81709576905,2,0.007045106385923055,1,0,0,0,226.08926482826666,7,0,0.0
12.303402490606073,2763.6069349648387,7,0.007480227529400906,1,0,0,0,259.69744001501266,12,0,0.0
3.1430668535307547,800.0,1,0.016131002252342066,1,0,1,0,147.70412882871355,23,0,906.1946426852481
29.482853951832528,5452.075263523293,7,0.0029201583470324158,1,0,1,0,166.3869785395509,24,0,1376.6983310245728
13.27482283393963,1993.8430755774011,4,0.014212645778148852,1,0,0,0,116.7460056040533,18,0,0.0
11.390726241889004,3031.5368443351513,8,0.002567528444055768,1,0,0,0,113.93361752821212,25,0,0.0
24.711420848496296,1276.364297514214,2,0.005448402833328674,1,0,1,0,286.3673844395729,26,0,875.9219487789408
27.93814357259814,2165.718536637925,7,7.305282694148544e-05,1,0,1,0,139.96016277450914,27,0,818.1793274734183
41.36948129141928,3022.9343327186307,7,0.012823156569207303,1,0,0,0,182.7916928058139,25,0,0.0
2.5811287737305095,2242.439027302398,11,0.03161341683465417,1,0,0,0,63.60104882000218,25,0,0.0
6.284870165797722,5086.37721114034,6,0.008607600446965258,1,0,1,0,91.54038654255427,10,0,754.9686703476782
22.797143750667562,2360.6458265771757,7,0.005307296555111324,1,0,0,0,176.37363478655567,28,0,0.0
8.246623656519262,7144.283363133863,11,0.0021348666325485,1,0,0,0,104.49664783520174,20,0,0.0
14.50532780765071,3848.1125831362933,3,0.006740720187808175,1,0,0,0,188.87565783164524,17,0,0.0
13.003399670519409,3691.9827755505507,9,0.004131178524449412,1,0,0,0,179.24929958576038,20,0,0.0
295.03016945800755,216.6231096399685,2,0.8023612321220388,0,1,0,0,398.6996227869873,5,1,0.0
12.597239767018172,9800.550858032391,10,0.004966895504533079,1,0,0,0,111.60757027088313,29,0,0.0
11.833343318089604,1617.1408650699423,39,0.6328158043123328,0,0,0,0,250.20890913898546,21,1,0.0
5.304546760119104,3176.023750864806,7,0.04910884532078259,1,0,0,0,147.1558182024755,10,0,0.0
13.468746495910581,3051.742900593161,9,0.019649241406485524,1,0,0,0,145.37829833838018,15,0,0.0
211.0065223596144,135.7239369112453,1,0.7244003632133083,0,1,0,0,432.8563809402069,27,1,0.0
10.53090665733077,1809.3352774126183,3,0.001206251967414863,1,0,0,0,180.1831891664351,26,0,0.0
7.710852405276387,3584.666921637526,24,0.8169029000926892,0,0,0,0,125.99801288539311,12,1,0.0
39.24968045048007,5398.065399493015,10,0.029682558446485964,1,0,0,0,106.68804223332566,15,1,0.0
304.396989392909,271.59980054125873,1,1.0,0,0,0,0,400.58382252744167,8,1,0.0
3.3595718176895137,2452.5074632010405,6,0.028986468477983803,1,0,1,0,137.42365917753872,28,0,1183.2251172807842
8.407867354659382,4380.9683107858955,6,0.0003440558541001732,1,0,1,0,63.886054323072074,17,0,1196.6814184154102
37.28091146334344,3044.2597920742874,15,0.5286301547457667,0,0,0,0,111.838414313038,12,1,0.0
3.0676976453883533,1938.6324213222674,12,0.03776699718508934,1,0,1,0,187.12625370954163,15,0,536.8121957383505
9.281305777261224,1899.6944881363834,5,0.007559106201910092,1,0,0,0,139.21977119592296,28,0,0.0
13.036178358883674,8350.75335818602,1,0.021822364007107388,1,1,0,0,153.11083934443994,23,0,0.0
8.23658087503248,3576.3035984002668,12,0.008659282587061931,1,0,0,0,76.84193318055051,13,0,0.0
31.276245230135885,3437.3047826406896,5,0.015146836737772769,1,0,0,0,107.22560722640543,9,0,0.0
34.43143722757586,780.5176329040987,2,0.08008524463651884,1,1,0,0,5315.193954572361,238,1,0.0
11.223161079081834,5365.404273908133,6,0.015041563979650428,1,0,1,0,235.65731767349618,6,0,1229.823170725952
32.85622930222151,709.6828614987514,1,0.04657404379363338,0,1,0,0,5097.542040086598,289,1,0.0
11.966512817964698,1959.012529872877,5,0.003007147366888003,1,0,0,0,274.3386169631401,29,0,0.0
29.812158206910166,3921.9734538020607,14,0.004752840299421081,1,0,0,0,138.14403075728364,26,0,0.0
307.7762911100979,192.06067611725075,2,0.6939292505130527,1,1,0,0,361.7521865982293,17,1,0.0
288.4394676947248,285.00230728092004,2,0.5313513718764222,0,1,0,0,387.9224449296657,6,1,0.0
3.5312321695808087,1745.446853728881,3,0.009091720022393751,1,0,0,0,51.18402164180253,9,0,0.0
4.078651560503434,10951.590079446694,9,0.01766328028006515,1,0,0,0,219.79630961396782,9,0,0.0
336.62268019371,145.12891404739207,2,0.6082115690643859,0,0,0,0,369.6405779171316,8,1,0.0
14.573733222043348,6336.965939035026,7,0.016154630769726945,1,0,1,0,89.67416294841658,25,1,306.587041841901
4.651279659363152,3216.367476715315,4,0.027784815654141204,1,0,1,0,220.63461650037812,22,0,750.6513660000717
41.012243277593186,810.1035679427064,2,0.04144634047916003,1,1,0,0,4538.457143164708,355,1,0.0
5.840809637836641,6152.699540726288,10,5.949349813826906e-06,1,0,0,0,142.63020089846736,27,0,0.0
11.59259168483487,2870.7364521414625,10,0.0025866029600466827,1,0,0,0,110.8067995753735,20,0,0.0
5.22203587178093,7065.64086644989,4,0.02515714688617015,1,0,0,0,168.40620022150395,22,0,0.0
226.40403156112848,197.0520527927183,1,0.7309910659429284,0,1,0,0,653.0162448564295,22,1,0.0
16.216433074195656,2710.090762986873,5,0.007376218766224208,1,0,1,0,171.86679579950226,28,0,303.2437446269847
1228.5105325558782,13.28454977451931,3,0.03138656235200901,0,1,0,0,2596.7128320334796,4,1,0.0
35.51403244390514,2562.72190516299,6,0.0032634890584309355,1,0,1,0,80.25925325061759,26,0,1468.442074226542
10.335173803105796,3295.993283593592,1,0.02116987259570268,1,0,0,0,170.20014209028525,18,0,0.0
8.49648142299791,4278.63104008944,10,0.026520176414246994,1,0,1,0,105.62938919327983,8,0,297.31696087722975
21.40733877019271,1878.0248275269837,16,0.5056741823377824,1,0,0,0,145.1909309530717,9,1,0.0
174.04317482645632,240.45928906207575,1,0.8055751690097196,1,1,0,0,588.3037669437074,24,1,0.0
30.636001773722764,3305.486075597107,3,0.01711844814245455,1,0,0,0,170.2923779751742,7,0,0.0
5.592188824332411,1635.988045448912,12,0.00947005089644336,1,0,0,0,168.26570985993192,18,0,0.0
16.078080255488796,3157.4271539897086,14,0.004690658034960673,1,0,0,0,132.7849144105243,29,0,0.0
11.655916332707305,1884.074514258551,11,0.014068459601976944,1,0,1,0,138.01984562257226,14,0,1430.2989690858744
236.39948168099198,285.14018680455985,2,1.0,0,0,0,0,447.7609904292649,11,1,0.0
3183.3446453196107,14.087928966626695,1,0.12292180054666493,1,1,1,0,1873.5070420731056,2,1,61.18727192547079
10.76937073195999,1904.8446661397631,1,0.00017407134439313267,1,0,1,0,135.77455847106097,8,0,627.5078004763685
13.2823470804175,1825.9270817342049,8,0.00035766257928060283,1,0,0,0,120.28381784804505,9,0,0.0
58.477881536192136,4535.197549564998,1,0.005583968776108958,1,0,0,0,80.43084200297938,12,0,0.0
16.196470442779116,5724.268812951471,7,0.020660533951646524,1,0,0,0,174.1601496086168,29,0,0.0
37.129708932174694,1342.9004551927649,5,0.00620491850842574,1,0,1,0,155.81799310245646,17,0,320.2475769159268
4.609042857353467,3151.184637751903,13,0.0032303029732545824,1,0,1,0,93.50735301487445,22,0,1400.129256784654
2423.934819470858,20.760261066201675,2,0.06419923348223558,0,0,0,0,1968.5598528236233,2,1,0.0
10.728972435629606,2212.07916970645,9,0.003443418687234994,1,0,0,0,204.01673186187827,23,0,0.0
34.57380330801186,2412.2404812359878,13,0.00025427187817509664,1,0,0,0,158.20636063901938,12,0,0.0
39.997106447961485,779.4828253849972,1,0.052970008787232,0,1,0,0,4820.746895723944,335,1,0.0
4.927414580910595,2743.5805990808317,3,0.0011940473168474302,1,0,1,0,134.43764708125934,28,0,870.9001121591526
15.021834954503998,2750.872345261836,13,0.005806677359927065,1,0,0,0,141.0407334217767,10,0,0.0
1940.6831451212386,21.916176076131613,2,0.04499406693832105,0,1,0,0,2133.6278661524834,2,1,0.0
5.097856972450956,3117.1686016272024,5,0.000422225434290821,1,0,0,0,117.87443952843049,9,0,0.0
16.95933191339727,800.0,1,0.0020911614304217133,1,0,0,0,211.55980998234497,16,0,0.0
22.19165228641439,3197.570919409258,6,0.0019133549448930426,1,0,0,0,166.6868871043077,10,0,0.0
23.29369144552135,5984.704631250291,3,0.01678270718084162,1,0,0,0,217.82498119982432,21,0,0.0
6.113532837689581,1600.896189183763,3,0.008939053333238928,1,0,0,0,181.203081523026,5,0,0.0
27.821459457598078,2996.631163986656,9,0.0048859410731670015,1,0,1,0,107.41814959303474,15,0,715.0570812315867
8.931634449816997,3338.6729271824383,5,0.02422681740580813,1,0,0,0,201.0604857083313,7,0,0.0
14.177811658461335,3371.429010353523,8,0.026131321387294616,1,0,1,0,13.441428333099054,17,0,786.6304421998733
14.106406537497826,2886.5036230985625,4,3.21555395875208e-05,1,0,0,0,212.87143886628726,17,0,0.0
9.646329832532171,3577.272389424601,2,0.009966882660653681,1,0,1,0,160.25865613892776,11,0,717.3031832927784
16.904253818483614,4135.420298815394,8,0.0011773294682863003,1,0,0,0,170.02611115842225,5,0,0.0
19.635203315752953,4595.520600687038,4,0.01400985674311081,1,0,0,0,123.59870501246789,6,0,0.0
8.974970035574518,3243.347611040264,2,0.01436668854903947,1,0,0,0,48.51391056098893,9,0,0.0
46.432208215300065,6422.48806008449,12,0.00911078527364829,1,0,0,0,153.80741595382239,25,0,0.0
11.330398002426909,2023.6497584068468,13,0.010282779106053868,1,0,0,0,92.76865710336297,5,0,0.0
15.46241826175697,3250.4015589304404,7,0.0067441013286411305,1,0,0,0,241.29317033949476,12,0,0.0
3.438622735218487,2029.261799017936,7,0.008861956458334886,1,0,0,0,136.67613002631566,29,0,0.0
35.10163323628683,630.9227129032763,1,0.05137471607598338,1,0,0,0,4919.565661671542,249,1,0.0
9.300137251866346,4346.137951630093,3,0.03300362829345259,1,0,1,0,186.32147276819717,25,0,488.3264135347676
2.411307553757283,4205.6053369677065,5,0.004214127922676613,1,0,1,0,96.17346098538107,18,0,1092.2796352119556
30.177911434117323,1732.8383473108995,3,0.0038710264379569486,1,0,0,0,120.19732791734367,21,0,0.0
1288.9963645513174,17.868925990530883,2,0.0,0,1,0,0,1892.4676671354862,2,1,0.0
13.188906695183917,5054.432212710999,5,6.12010086075589e-05,1,0,0,0,230.48678815227083,18,0,0.0
23.410617309611023,1842.9425581671903,6,0.003346892402717091,1,0,1,0,186.92241011771384,20,0,820.9526301363144
21.960670527830978,1394.005712821714,29,0.5739676971708209,0,0,0,0,116.09334918915437,18,1,0.0
19.844674523886997,1843.1634788907172,7,0.027338551682347348,1,0,1,0,146.67108588774315,26,0,1201.9157253927988
255.47646773603742,179.9549775450274,2,0.9439517274170182,1,1,0,0,495.200176524171,14,1,0.0
13.88616675070149,1839.5972125360352,6,0.006646083678655837,1,0,0,0,165.1281666074267,14,0,0.0
32.4107777770125,1375.20862295446,6,0.002730639069629422,1,0,1,0,156.50350525332354,12,0,516.7955266629589
961.6130564002594,4.761094479475847,3,0.0,0,1,0,0,1743.6954062122682,3,1,0.0
25.799391481170076,1558.6006732445037,1,0.0012138551491964137,1,0,1,0,169.23447085511742,7,0,1459.2509445078672
4752.867132353856,8.912973105997185,1,0.09786065191381357,0,1,0,0,2356.913700867924,4,1,0.0
6.9779494852613775,2919.714204689656,13,0.004767601011292275,1,0,0,0,121.47549064110892,19,0,0.0
10.39641599413573,1617.480322028547,6,0.016961134952358393,1,0,0,0,166.7533824128236,11,0,0.0
32.820298735246794,898.0270684333533,1,0.04476564199867969,1,0,0,0,5029.6006704847305,246,1,0.0
6.373844130600124,2419.6237148724003,1,0.001870511269119918,1,0,0,0,147.90121773370353,14,0,0.0
20.10094684775201,5358.738380473926,3,0.01685032290833455,1,0,0,0,66.71138585464152,24,0,0.0
25.058132306562438,3328.9788528282015,6,0.03049041745305262,1,0,0,0,190.1290754933468,17,0,0.0
17.545292843062523,1633.800616279663,1,0.02447730125430188,1,0,0,0,131.91361138661898,28,0,0.0
9.735027448553437,4450.637306559463,1,0.000781150122380289,1,0,0,0,78.03640712189066,19,0,0.0
241.24466506851286,157.12040664167628,1,0.8762025920099097,1,1,0,0,342.41860415579083,25,1,0.0
29.98810938513076,2413.2777882123683,22,0.5775149835062691,0,1,0,0,73.91421433238398,28,1,0.0
15.258172298419774,6898.2828702199195,3,0.009778982699931209,1,0,0,0,155.8609438088214,27,0,0.0
26.547451861418867,2428.9987502682607,31,0.3425042403978868,0,1,0,0,172.5347576968321,7,1,0.0
19.661141590651848,2485.4307310034146,47,0.48453712616073186,0,0,1,0,191.07489195974136,23,1,241.96555406908539
20.373729102040574,3190.91285740404,11,0.016113732668240118,1,0,0,0,39.57499682629704,22,0,0.0
12.75778805694554,606.9544971695758,1,0.060730937909240626,1,1,0,0,5295.2183143974535,361,1,0.0
36.5806481703294,800.0,17,0.3245739375314088,0,1,0,0,193.31381996285305,25,1,0.0
11.451705819026783,3867.595296063798,11,0.018466876084613164,1,0,1,0,162.16200501109952,10,0,1152.6134696330912
34.61100521061733,3261.1429772654537,8,0.021160517926083658,1,0,0,0,122.73910207738861,24,1,0.0
2.0385835033413753,2600.4086292069946,3,0.01011880620323158,1,0,1,0,175.02651576127093,11,0,208.94950127170983
21.028529188292623,3410.5115252870396,12,0.0047854094533844775,1,0,1,0,202.6858195274413,29,0,916.542064835805
41.643318476845536,962.2448610002882,2,0.055427154724101965,1,1,0,0,5576.486719774951,278,1,0.0
9.892357203889835,2573.284583181938,6,0.02095143551041236,1,0,0,0,217.97007167094364,5,0,0.0
27.96409075010929,3063.4772054676514,1,0.0167002300734817,1,0,0,0,145.5093326531837,16,0,0.0
10.986620228517383,1359.3507530973402,3,0.011232796236659062,1,0,1,0,52.840121615707204,14,0,1003.9461807030378
10.66159279828516,5639.910674211868,7,0.0019361534080418424,1,0,0,0,203.5820525063362,14,0,0.0
32.65824132976393,980.5922213109329,1,0.04902462141627164,0,0,1,0,4779.925079582451,267,1,83.35847185652494
33.00858542022314,4569.229290706561,1,0.05479449468962109,0,0,0,0,176.38351680181873,23,0,0.0
22.442847313304668,2956.2236336513374,2,0.00801171659177907,1,0,0,0,255.7226555924048,6,0,0.0
7.820192000135509,2545.8405607633,2,0.006779180352850236,1,0,0,0,218.1806675898319,13,0,0.0
